cid,Comment,time,author,channel,votes,replies,photo,heart,reply,time_parsed
UgyYuQY5f5LKvJTjrRd4AaABAg,trailer does do justice to how great this movie was in terms of an origin story setting up a whole generation for the MCU,1 year ago,@Daemon1995_,UCUdW7d9EOVfJElFh-J-96Jw,0,,https://yt3.ggpht.com/FXNCM48OLFLO9BkHB9CksZA4677DrX6_HFMEZgvNQMTQPmBX2sqlCLzV9gYzGC9dTrYJvXevAw=s88-c-k-c0x00ffffff-no-rj,False,False,1702429766.94958
Ugx95x2Dp7WJsktNrCt4AaABAg,When marvel made this film they did not know what they were getting into because 12 years later we have the best superhero films ever,4 years ago,@amehil8377,UC3Le87DfmwoPQkt6e6LAd4w,3,2,https://yt3.ggpht.com/ytc/AIdro_kN9_GXXDcjBnE9I1-xNGQfFIusTBo5qps0cqrviZM=s88-c-k-c0x00ffffff-no-rj,False,False,1607821766.951581
UgyYBJQaTuojB5eyJJ54AaABAg,I remember seeing this move in theaters in 2008  I was 11 or 12 and I always thought that was Al Pacino playing tony stark because Robert has the same look as Pacino he had the same hairstyle and beard as Al Pacino in Carlitos Way,2 years ago (edited),@kevinrivera6695,UC4tkwuKfNODghB3I6wI6Yqg,1,,https://yt3.ggpht.com/ytc/AIdro_lEobN3GbSAtWx5jp2YZQYdulHQoSJ5Xkza5B_I1ANxFVY=s88-c-k-c0x00ffffff-no-rj,False,False,1670893766.952581
Ugw__ckT71YVbN52yQV4AaABAg,And then that Paramount-logo in the corner at the end... God how I miss the old days when the mouse didn't buy other people's hard work,4 years ago,@falkofscrum,UCGiD6JyKV1ON4z7TfPtIeGg,30,5,https://yt3.ggpht.com/ytc/AIdro_kFFX93CGM-2Gs6W4gzeIDiAW8w_-VvKPfhd6vfLsM=s88-c-k-c0x00ffffff-no-rj,False,False,1607821766.954583
Ugxv7lMj9BrZISjeDbZ4AaABAg,"Little did we know, this was set in the same multiverse as the 2002 - 2007 Sam Raimi Spider-Man Trilogy, and the secret was uncovered 30 years later",2 years ago,@eggoryheffley7569,UCHI_DwL4lJuiS8UCYxx2YXA,5,,https://yt3.ggpht.com/N5uW22XmPwhuqMm0pkNMUWfciDBgVEo9_lJ_pgNIxHpZO-1QK3oeuJpgpDsj_2EXXxt-ClC9=s88-c-k-c0x00ffffff-no-rj,False,False,1670893766.957583
UgzLypxa0JhTxgd69a54AaABAg,"I feel like we tend to forget how good the first Iron Man was. With the market being oversaturated and the MCU in full force, ya kind of forget where we began.",11 months ago (edited),@MitchellFace,UCoJxeaF9F9lw4QmzEJuqV3g,0,,https://yt3.ggpht.com/5bGXi-OKYJltFF9yeeXKlNeckRw2fMkeaEwZ8-Fzk4Ez7LVw31xMgsNUIom0k88u54_QR44WYYA=s88-c-k-c0x00ffffff-no-rj,False,False,1705108166.963587
UgykyatTqhqCiEezjfF4AaABAg,It's crazy to think back to first seeing this trailer when I was a teenager and then where the MCU is now. I remember my Uncle (who got me into comics) and I were talking about it for weeks. And then finally seeing it. And then Nick Fury showing up. That was a wild time.,2 weeks ago,@Astrovite,UCG7aFoBhgyBRd7P56rh3iSQ,0,,https://yt3.ggpht.com/ytc/AIdro_nT5Da6v2gqOsowaDx1ZDNFSFjILWFrmlzpfntZEbPygGE=s88-c-k-c0x00ffffff-no-rj,False,False,1732842566.966588
Ugx95x2Dp7WJsktNrCt4AaABAg.9BkgICCZJc29BxNnMUIrWr,"The Dark Knight was released this same year, what does ""12 years later we would get the best superhero movies ever"" mean?",4 years ago,@y2123-l8c,UCL1Q9tLY6NNde2mMAn4E8DA,0,,https://yt3.ggpht.com/BAvrU7YAHahpua9RIWjYp6SlQpDHveM_rZ6Ibh4qrFLglkFF2bdFeNafCHXo5MvtEpCFmUHJvA=s88-c-k-c0x00ffffff-no-rj,False,True,1607821767.421475
Ugx95x2Dp7WJsktNrCt4AaABAg.9BkgICCZJc29PcoZ94x-HX, @y2123-l8c  I meant that I just prefer mcu over dc movies. I feel marvel characters can be a bit more relatable and developed but that’s just my opinion. I respect yours if you think differently,3 years ago,@amehil8377,UC3Le87DfmwoPQkt6e6LAd4w,0,,https://yt3.ggpht.com/ytc/AIdro_kN9_GXXDcjBnE9I1-xNGQfFIusTBo5qps0cqrviZM=s88-c-k-c0x00ffffff-no-rj,False,True,1639357767.422479
Ugw__ckT71YVbN52yQV4AaABAg.95q1HpZ1QLU9Ee4ZinOJ0E,Whoa such jealous person who says they don’t care about money 💰 lol you do care about money more then Disney,4 years ago,@bullrun2772,UCYL5vgAytMnQrdj4FpcPwWA,0,,https://yt3.ggpht.com/ytc/AIdro_khn2urXamHoiXhy_Wr_SUqfSpv-RYFeY9Qn40b0BEsCA=s88-c-k-c0x00ffffff-no-rj,False,True,1607821767.670316
Ugx7OBqa4sbr0UXLGMF4AaABAg,i remember when i first saw this trailer in the theatres i was like:   NO FN WAY!!!!!!!  They made Ironman!!!  Yessssss!!!!   I couldnt wait.   And I wasnt disappointed one bit when I saw it.... pure gold it is.,2 years ago,@hammerdown3876,UCNLhhUaWx4lb3mexD_gUpTg,0,,https://yt3.ggpht.com/ytc/AIdro_laWgsfAQbk-5WB5cEvlzm8OLSjt2lqgj2BLiV5GV000YQ=s88-c-k-c0x00ffffff-no-rj,False,False,1670893768.550052
Ugy74xx6Y15-tvaC9w94AaABAg,"If only we knew, how addicted to these stories we'd become, and now we're just waiting for the 4,and Proff X and his family to enter",4 years ago,@dr5911,UCc-osiTvWF3bOBpdQHNubNQ,3,,https://yt3.ggpht.com/ytc/AIdro_nbsVBLvP8rWDKTgccNfknITTf2J5wekVHQY9GrJWZeNGY=s88-c-k-c0x00ffffff-no-rj,False,False,1607821768.552053
Ugx8zR56gWB9_shCN1F4AaABAg,"its amazing just how clueless we all were back then. this was just an appetizer, but goddamn was it good.",3 years ago,@lilms.st3ak692,UCMusYfy547LDCWGbbdPQJVQ,2,,https://yt3.ggpht.com/ytc/AIdro_ms4uq8QuGFfcMqsK_f_jIjQJYbjnwc7ffwRLexD9KGcSED=s88-c-k-c0x00ffffff-no-rj,False,False,1639357768.553056
Ugw92m8KOuQAJ9iJHDV4AaABAg,Seeing this trailer made me realize we are getting old and now this movie looks like the 90s movies looked to us,2 years ago,@tagberli,UCdYXUZGWZvZBdZ2KvtEijww,2,,https://yt3.ggpht.com/Zo86SI-dcK-E8RgPekv0Ua5Xb4LKJSfTvCfSlgtmlGX5b_HlvtawVX2H6EtIEsywfHAPi7UShA=s88-c-k-c0x00ffffff-no-rj,False,False,1670893768.558048
Ugw2-ojFFeGe5bq1FzN4AaABAg,"Back then:-
Trailers were so cheap, while movies were great,

Nowadays:- 
Trailer is mind boggling while movie mind destroying!!😂😂😂",1 year ago,@JaspreetSingh-hf3rz,UCd7vbiTmTNa8tRO6KNi7x1A,1,,https://yt3.ggpht.com/ytc/AIdro_mrTRuC8u11EJGkAX2hnAVnfm5phUMHUl90-it7tAECx5M=s88-c-k-c0x00ffffff-no-rj,False,False,1702429768.560054
UgzbucTqdadIuxmK1dV4AaABAg,"""Part of the journey is the end""
       - Tony Stark.
""Some people move on, but not us""
       -  Steve Rogers, MCU fans.
""I am groot""
       -  Groot.",3 years ago (edited),@Leetheblackvoid99,UCC_FJcn737LZQmHqnl3dFaQ,1,,https://yt3.ggpht.com/ytc/AIdro_l8pL7EX9Wqg7Fk9EQiZsk3ev41_DI2x6K-6dnZZLo=s88-c-k-c0x00ffffff-no-rj,False,False,1639357770.243459
Ugz2eZ5K6HczYz4BHGR4AaABAg,"I feel so old watching this, growing up with marvel films from a young age, my god has marvel come far!!",2 years ago,@Masquerade01,UC_EDcotgyNlc-UFl55DCBcA,1,,https://yt3.ggpht.com/IBsOu0gJD8FFmasftSEZJ9v57gUfWvEKt1P4A5YPMtAS0EA98QoPHRI4MzZl8n-p_62a-sSReA=s88-c-k-c0x00ffffff-no-rj,False,False,1670893770.245458
UgwdGNhZK9VNydhSjm14AaABAg,"Universos X-Men Avengers Multiuniverso Marvel Multiverse 
1944-Capitán América
1986-Howard the Duck
1989-The Punisher
1990-Capitán América
1994-Los Cuatro Fantásticos
1996-Generación X
1998-Nick Fury: Agent of S.H.I.E.L.D.  

1998-Blade
2000-X-Men
2002-Blade II
2002-Spider-Man
2003-Daredevil
2003-X-Men 2
2003-Hulk
2004-The Punisher
2004-Spider-Man 2
2004-Blade:Trinity
2005-Man-Thing: la naturaleza del miedo
2005-Elektra
2005-Los4Fantásticos
2006-X-Men:TheLastStand
2007-Ghost Rider
2007-Los4FantásticosySilverSurfer
2007-Spider-Man 3
2008-Iron Man
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2009-X-MenOrigins:Wolverine
2010-Iron Man 2
2011-Thor
2011-X-Men: Primera Generación
2011-Capitán América: El Primer Vengador
2011-Ghost Rider: Espíritu de Venganza
2012-The Avengers
2012-The Amazing Spider-Man
2013-Iron Man 3
2013-The Wolverine
2013-Thor: The Dark World
2014-CaptainAmerica:TheWinterSoldier
2014-TheAmazingSpider-Man2:Rise of Electro
2014-X-Men: Días del Futuro Pasado
2014-Guardianes de la Galaxia Vol. 1
2015-Avengers: Age of Ultron
2015-Ant-Man
2015-4 Fantásticos
2016-Deadpool
2016-Capitán América: Civil War
2016-X-Men: Apocalipsis
2016-Doctor Strange
2017-Logan
2017-Guardianes de la Galaxia Vol. 2
2017-Spider-Man: Homecoming
2017-Thor: Ragnarok
2018-Black Panther
2018-Avengers: Infinity War
2018-Deadpool 2
2018-Ant-Man and the Wasp
2018-Venom
2019-Capitana Marvel
2019-Avengers: Endgame
2019-X-Men: Dark Phoenix
2019-Spider-Man: Lejos de Casa
2020-Los nuevos mutantes 

2008-Iron Man
2010-Iron Man 2
2011-Thor
2011-Capitán América:El Primer Vengador
2012-The Avengers
2013-Iron Man 3
2013-Thor: The Dark World
2014-Captain America: The Winter Soldier
2014-Guardianes de la Galaxia
2015-Avengers:Age of Ultron
2015-Ant-Man
2016CapitánAmérica:CivilWar
2016-DoctorStrange
2017-GuardianesdelaGalaxia Vol.2
2017SpiderMan:Homecoming
2017-Thor:Ragnarok
2018-BlackPanther
2018-Avengers:Infinity War
2018-Ant-ManandtheWasp
2019-CapitanaMarvel
2019-Avengers:Endgame
2019-Spider-Man:Lejos de Casa

2000 - X-Men 
2003 - X-Men 2 
2006 - X-Men 3 Batalla Final
2009 - X-Men Wolverine
2011 - X-Men PrimeraGeneración
2013 - Wolverine Inmortal
2014 - X-Men Días Futuros Pasado
2016 - DEADPOOL
2016 - X-Men Apocalipsis
2017 - Logan
2018 - DEADPOOL 2
2019 - Dark Phoenix
2020 - Los Nuevos Mutantes

2002-Spider-Man
2004-Spider-Man 2
2007-Spider-Man 3
2012-The Amazing Spider-Man
2014-TheAmazingSpider-Man2:Rise of Electro
2016-Capitán América: Civil War
2017-Spider-Man: Homecoming
2018-Avengers: Infinity War
2019-Avengers: Endgame
2019-Spider-Man: Lejos de Casa

1998-Blade
2002-Blade II
2003-Daredevil
2003-Hulk
2004-The Punisher
2004-Blade:Trinity
2005-Elektra
2005-Los4Fantásticos
2007-Ghost Rider
2007-Los4FantásticosySilverSurfer
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2011-Ghost Rider: Espíritu de Venganza
2015-4 Fantásticos
2018-Venom

1998-Blade
2002-Blade II
2002-Spider-Man 
2003-Daredevil
2003-Hulk
2004-The Punisher
2004-Spider-Man 2 
2004-Blade:Trinity
2005-Elektra
2005-Los4Fantásticos
2007-spiderman 3
2007-Ghost Rider
2007-Los4FantásticosySilverSurfer
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2011-Ghost Rider: Espíritu de Venganza
2012-The Amazing Spider-Man 
2014-TheAmazingSpider-Man2 Rise of Electro 
2015-4 Fantásticos
2018-Venom


Saga del infinito

Fase 1

Iron Man 
The Incredible Hulk
​Iron Man 2
Thor
Capitán América: el primer vengador
The Avengers

Fase 2

Iron Man 3
Thor: The Dark World
​Captain America: The Winter Soldier
Guardianes de la Galaxia
​Avengers: Age of Ultron
Ant-Man

​Fase 3

Capitán América: Civil War
Doctor Strange
​Guardianes de la Galaxia Vol. 2
Spider-Man: Homecoming
​Thor: Ragnarok
Black Panther 
Avengers: Infinity War
Ant-Man and the Wasp
Capitana Marvel
Avengers: Endgame 
Spider-Man: Lejos de casa

Fase 4

Black Widow
Shang-Chi and the Legend of the Ten Rings
Eternals  
Spider-Man ​3
Doctor Strange in the Multiverse of Madness
Thor: Love and Thunder
Black Panther 
Capitana Marvel 2
​Guardianes de la Galaxia Vol. 3
Blade
​Ant-Man and the Wasp: Quantumania
Fantastic Four


        
Línea de tiempo 

1945 Capitán América: el primer vengador
1990-1995 Capitana Marvel
2010-2010Iron Man
2011Iron Man 2
El Increíble Hulk
Thor
2012Los Vengadores
Iron Man 3
2013Thor: un mundo oscuro
2014Capitán América: El soldado de invierno
Guardianes de la Galaxia Vol. 1
Guardianes de la Galaxia Vol. 2
2015Avengers: Age of Ultron
Ant-Man
2016Capitán América: Civil War
Pantera Negra
Spider-Man: De regreso a casa
2016-2017Doctor Strange: Hechicero Supremo
2017Black Widow
Thor: Ragnarok
2018Avengers: Infinity War
Ant-Man y la Avispa
2020-2023Avengers: Endgame
2024Spider-Man: Lejos de casa

2012-The Avengers
2015-Avengers:Age of Ultron
2018-Avengers:Infinity War
2019-Avengers:Endgame

1944 - Capitán América
1990 - Capitán América
2011-Capitán América El Primer Vengador
2014 - Capitán América El Soldado De Invierno
2016-Capitán América Civil Wars 

2002-Spider-Man
2004-Spider-Man 2
2007-Spider-Man 3
2012-The Amazing Spider-Man
2014-TheAmazingSpider-Man2:Rise of Electro
2017-Spider-Man: Homecoming
2019-Spider-Man: Lejos de Casa

1994-Los Cuatro Fantásticos
2005-Los4Fantásticos
2007-Los4FantásticosySilverSurfer
2015- 4 Fantásticos 

2008- Iron Man
2010-Iron Man 2
2013-Iron Man 3

2011-Thor
2013-Thor: The Dark World
2017-Thor:Ragnarok

1989-The Punisher
2004-The Punisher
2008-El Castigador: Zona de Guerra

1998-Blade
2002-Blade II
2004-Blade:Trinity

2000 - X-Men 
2003 - X-Men 2 
2006 - X-Men 3 Batalla Final

2009 - X-Men Wolverine
2013 - Wolverine Inmortal
2017 - Logan

2011 - X-Men PrimeraGeneración
2014 - X-Men Días Futuros Pasado
2016 - X-Men Apocalipsis

2016 - DEADPOOL
2018 - DEADPOOL 2

2019 - Dark Phoenix

2020 - Los Nuevos Mutantes

2007-Ghost Rider
2011-Ghost Rider: Espíritu de Venganza

2014-Guardianes de la GalaxiaVol.1
2017-GuardianesdelaGalaxia Vol.2

2015-Ant-Man
2018-Ant-ManandtheWasp

2003-Hulk
2008-The Incredible Hulk

2003-Daredevil

2005-Elektra

2016-Doctor Strange

1986-Howard the Duck

2018-Venom

2019-Capitana Marvel

1996-Generación X

1998-Nick Fury: Agent of S.H.I.E.L.D.  

2005-Man-Thing: la naturaleza del miedo

2018-Black Panther

Futuras Películas 

-Black Widow
-Eternals
-Shang-Chi and the Legend of the Ten Rings
-Thor: Love and Thunder 4 
-Doctor Strange: In the Multiverse of Madness 2 
-Spider-Man 3 Home sweet home. No Way Home sin camino a casa              
 -Guardians of the Galaxy Vol. 3
--Black Panther 2  
-Vemon 2 Let There Be Carnage
-Morbius
-Captain Marvel 2
-Ant Man The Wasp Quantumania
-Blade
-Fantastic Four
-Deadpool 3
-Spiderman 4
-The amazing Spiderman 3     
- Spider-Man Multiverse Multiuniverso",3 years ago (edited),@johnnyguerreroguerraamerica,UCqClY0xXow4nJo7htnLOAjw,2,,https://yt3.ggpht.com/lpgcw6TX-Ps3AWTywHgovs4zKq3QJ9ksu9xXkoH7c1yOAh7VKy9lpmVa06Azo2Cr-L5DL-rE=s88-c-k-c0x00ffffff-no-rj,False,False,1639357770.252459
UgyVVNy00PWmWvDCtfN4AaABAg,"It's amazing when you read the articles of Robert Downey jr.'s announcement of becoming Disney's iron man. ""The ex-con, junkie, no studio wants him in there, etc."" The list of the bashing goes on. Even before the movie was out, many critics thought it was going to be the flop that would send rdj packing and hitchhiking out of Hollywood indefinitely. Well three things happened that no one was prepared for: sequels, a multibillion dollar franchise, and a movie that shattered box office records that we will probably never see broken in our lifetime! Thank you iron man for the laughters, the thrills and laughs. We love you 3 thousand! And thank you rdj for bringing comic book fans our love and vision for one of the most love and misunderstanding heroes to life!",4 years ago,@felix52282,UC57TgyitZJCdVm7xeLMR1qg,0,,https://yt3.ggpht.com/ytc/AIdro_nZi2qg3qX2DgUJqNcWGvJnQEsyIZI_K5WZSJtiTXI=s88-c-k-c0x00ffffff-no-rj,False,False,1607821770.254458
UgyBYyWWeMW1Ml7hAW54AaABAg,"This whole trailer is just a resumed version of the movie
I'm glad Marvel improved so much in trailer making",4 years ago,@oscarnival6164,UCSFZhvciLf_l7lROlMwU-ZQ,4,,https://yt3.ggpht.com/ytc/AIdro_mJ68Tr75owUMA-iOlYD8kw4MQUjZsUbYpXpmnPUAzQxA=s88-c-k-c0x00ffffff-no-rj,False,False,1607821770.255458
UgyBy50y14eok69ABUZ4AaABAg,Damn! This trailer sucked. Revealed almost the entire movie. I am glad that I did not watch this before I watched the movie some 11 years back. Remember being totally blindsided and having a blast at the cinemas.,5 years ago,@asr2021,UC6ww60peGaUrH0ny-tB-M-g,31,4,https://yt3.ggpht.com/ytc/AIdro_mw3uZu_bFSGEnIrj6aIuqGvwqyf-dURbryTt8JV7lBX_I=s88-c-k-c0x00ffffff-no-rj,False,False,1576199370.25746
UgwzYUFSEPDpMOj56614AaABAg,"Looking back at this trailer its literally the entire film shortened in 2½ minutes 😂😂😂
If I ever need to explain Iron Man, I’ll just show the trailer 🤣
If put side by side, this trailer and the Avengers trailer… welp, this shows off the entire movie, the Avengers one (4 years after Iron Man) is just hinting and not revealing anything…
You can rest now, Tony ❤️💛",2 years ago,@DanIliev,UCVJiD6FuLL70I87FLWa99pw,2,,https://yt3.ggpht.com/zYRvG2sb0pTHeLErJkjbhetdLHVHXqF_2pEx7lgNICLRDsxeyrBDNFj_bKzAeUcQMFIvwkMR2I0=s88-c-k-c0x00ffffff-no-rj,False,False,1670893770.258459
UgzF-jP4S9gENgF85oZ4AaABAg,"one of the best marvel movies, lots of rock! 2022, ant it's still great. we cannot say the same about the the other mcu movies...",2 years ago,@jorgecortinhal7654,UCrYoE9rGfDlspUFvS79vDYQ,1,,https://yt3.ggpht.com/ytc/AIdro_mPkcVI2btFF7TpSGDpD6J9kekpDnP6IBmk4vZPN19_OIOs=s88-c-k-c0x00ffffff-no-rj,False,False,1670893770.262461
UgyBy50y14eok69ABUZ4AaABAg.8tSHr7ubP7094z9czDSyXo,I don’t think anyone really took it serious. I think the general public was like oh another superhero movie.,4 years ago,@jirivera1999,UC94kgLDIqGxeAowa3ZGDsUw,0,,https://yt3.ggpht.com/ytc/AIdro_lv1K44mZr-Gxobw2UDFcG3qDmbelaXIrnHqB7xhSk46kU=s88-c-k-c0x00ffffff-no-rj,False,True,1607821770.567409
Ugwq6vRCEgIUnTMhXj94AaABAg,I only came here to make sure I was right about Audioslave's Cochise playing in this. Damn that song really goes with the action scenes in this movie.,3 years ago,@collegerebel,UCI0d5tMc7mc48iiUKyCGFbg,1,,https://yt3.ggpht.com/ytc/AIdro_mWbLUkD8Gldf17laAUVBAk7xSVIOOOz2Y9FiE6AlU79g=s88-c-k-c0x00ffffff-no-rj,False,False,1639357771.395468
UgzjLtTZTNEVa8C_bCx4AaABAg,I am watching this for the first time :)) I actually watched Iron Man back in 2008 without looking at the trailer. Old days :)),2 years ago,@szilagyipeter6698,UCAY9VZjK8-_HkginEMwKqsw,0,,https://yt3.ggpht.com/ytc/AIdro_naACn2oxeK922uT1Qnsv91-YQwirQGwdhkVDRnthFCDw=s88-c-k-c0x00ffffff-no-rj,False,False,1670893771.401466
UgxxaS73LjDm1ShVzm94AaABAg,"It's very emotional for me to watch this trailer again after watching endgame...
Please rdj aka Tony Stark come back. We r anxiously waiting for u. One of my old best friend...😟",4 years ago,@deepakomar7781,UCeNYn3Vr43dpCpx_z1e6MIA,0,,https://yt3.ggpht.com/ytc/AIdro_ksRsr4BOgdpEQZjWIbcUYyn4_wnKNrheb0GUl9wKY=s88-c-k-c0x00ffffff-no-rj,False,False,1607821771.408467
UgwOOJ30XcelxxbTkbN4AaABAg,"This is where it all started, little did we know that we were gonna have a hell of a journey. From iron man to the multiverse and soon to get the spider verse. Thank you marvel ❤️",3 years ago,@miguelmendoza5920,UCS5OiEp9ZGzKQopYmo8e0Nw,0,,https://yt3.ggpht.com/ytc/AIdro_nfDqT-U7kn2F9FZ1wwJ4AWEMgOlPqNgd3vUQRrI8hbzUSG=s88-c-k-c0x00ffffff-no-rj,False,False,1639357771.410516
Ugx2XEsvL37uZn3GLsN4AaABAg,"Abertura impactante e impressionante.
Da curiosidade em assistir o filme para saber o que vai acontecer.",8 months ago,,UCpWPAHfavqqGqGg7WIEzaXA,1,,https://yt3.ggpht.com/ytc/AIdro_luVfifbCbDigeBccfi_kP9nMuiJv5P3xU7pmNDnYpTjM1m=s88-c-k-c0x00ffffff-no-rj,False,False,1712966971.41349
UgyNcezwMv7FouCEN954AaABAg,"...Back when trailers didn't try to mislead us, and instead just spoiled every major plot point of the movie.",2 months ago,@TerribleMighty1,UCDEbMLJklorQ95VlErWhRuA,2,,https://yt3.ggpht.com/ytc/AIdro_ksP-Z8d5uWf_DvpzmqWZLZZbB3HibAHaVIR8SJK0c8UPs=s88-c-k-c0x00ffffff-no-rj,False,False,1728778171.415491
UgytTvCbo04ZrriP0HF4AaABAg,"""Marvel then: Building a hero with a box of scraps in a cave 🗿🔥.

Marvel now: Building jokes with a script full of memes 🃏😂.""",2 weeks ago,@krupalsb6277,UCc1TXWFnXVPiYeoc1U4wsXw,0,,https://yt3.ggpht.com/ytc/AIdro_nzTtI6dXn-Cu4_vvTKcrP230DTqZvqC3fSmF5X7oUDAJmoMTco-_b3LV3y5NsoSbrKww=s88-c-k-c0x00ffffff-no-rj,False,False,1732842572.457548
Ugzvvcpk_AU3jZ8qtu54AaABAg,The good old days some of the MCU films like Iron Man should be on Paramount + too along with Disney+,8 months ago,@jacobthedragon7450,UCb1sd3pWvTyxExUbOrP6eDQ,0,,https://yt3.ggpht.com/ae5m2hj-l2X8DZ-1ANwtvSAmYV8Y2FGyxbxQyhohC7YgaMPtiDuhadl7wiUrjnXojC60MenXuXk=s88-c-k-c0x00ffffff-no-rj,False,False,1712966972.459544
UgzGmJorb6c3s1dvPkR4AaABAg,"The one who started it all. 
""Stark, you've become part of a bigger universe, you just don't know it yet""- director Nick Fury.",2 years ago,@tristannez1056,UCXo2JTAg594sdRuvXsFjAgg,0,,https://yt3.ggpht.com/ytc/AIdro_kZuilMfxj5PImZM1A3I8BnU3xb8QbnaemgnBUQDMYq2DP9oL_IKvimuDh7U2oAw-yNMA=s88-c-k-c0x00ffffff-no-rj,False,False,1670893772.460544
Ugw9H654aLZMmuV6lmp4AaABAg,the Marvel movie that started The Marvel Cinematic Universe and Iron Man was a great way to start The Marvel Cinematic Universe.,2 years ago,@jerry77734,UCcFSbWrz62hlWmYn9tPO_sg,0,,https://yt3.ggpht.com/ytc/AIdro_nRKDWvqBCp1athqqKFkVtKRfLCN-V99TU0G-x91fSPubU=s88-c-k-c0x00ffffff-no-rj,False,False,1670893772.460544
UgwNFYV4LZiHnL-0U1R4AaABAg,I remember when the first iron man movie came out back in 2008 I was in middle school my great uncle took me to see this movie I didn't like it first but I went to see it again I liked it,9 months ago,@LeoDarden-dc1ph,UCKVgtkMf-hnVkIPCsDEwmlQ,0,,https://yt3.ggpht.com/ytc/AIdro_lDSJSDjAUAtuef0JTtAFXzaAujtvgNy8NZpTO3bv855fKQsLRkeAc5pd5228DEub_8fA=s88-c-k-c0x00ffffff-no-rj,False,False,1710288572.463552
UgzirKHYKfKbMV57S7N4AaABAg,There is a reason why iron man 1 is in the USA national film registry..its significance stems from the fact that it kickstarted the MCU universe and made superhero movies a legit genre to itself.,1 year ago,@kaeso101,UCvoANQ0BhbI8T0jUUGPIn3A,0,,https://yt3.ggpht.com/ytc/AIdro_m4jJbEjL0SIaIOtfApQMcEAEbnC-hAy2naWEzpzZ-wcWvyVBEhmP2ZNn6PyBDPQpvKQA=s88-c-k-c0x00ffffff-no-rj,False,False,1702429772.466549
UgzMhOzqne_ZJCSXn1d4AaABAg,Iron man is my favourite marvel cinematic universe film best first instalment and the Incredible Hulk 2008 s Film Second instalment,2 years ago,@acesaxena7805,UCFtjaZ4kyrOHCWNHxtW3LZQ,1,,https://yt3.ggpht.com/oFSO0cbPaPFRRJjAJzfpomFkJOXs-MR0hLoQA6qi10jKVw6IWSLdi9TIn71Inh7e_AKakqxUVA=s88-c-k-c0x00ffffff-no-rj,False,False,1670893772.470551
UgyV1kgprkk4kCZSYOh4AaABAg,Don’t know why this film gets so much love. He could’ve just called on the avengers to save him in the cave and the whole thing would’ve been avoided!,3 years ago,@ahmedramadan5411,UC5KM2qFeHX3_H8vy5pVFGYg,1,2,https://yt3.ggpht.com/ytc/AIdro_nTMzgv6Yb2T201y3ZRFoXRTK0mXvpcQfg1NpfJ6Zk=s88-c-k-c0x00ffffff-no-rj,False,False,1639357772.471551
Ugx1fIItrQ9A7wGEGoB4AaABAg,"After 13 years, now everybody is superhero. I believe that in modern movies even camera crew has some powers",3 years ago,@lemmetellyousomething679,UCJzHTUg1EWR5GwLOo4BHqOw,1,,https://yt3.ggpht.com/ytc/AIdro_kj32irDwwGSWp1zHTp9fvzv1xaDJGIq-dCsWnjwP3NU9Y=s88-c-k-c0x00ffffff-no-rj,False,False,1639357773.383251
UgyZ8v3_beTxd4yHbKN4AaABAg,"Iron man, not Tony Stark,, forced himself to evolve. When Tony said ""I'm/I am Ironman"", the treath to him were minimal, the suit could handle it, so it was easy for him to give up his secret. He is a genius after all. Then as the threats became bigger his suit had to evolve because everyone knows who Ironman is.😮 I think Vision is a reflection of Tony's good side and even before that when he was just a voice,,, he had a smart, charming, calm and even kinda soothing voice (with a heroic not villainous tone) The suit, the Arch reactor, Tony evolved. Even Jarvis evolved into Vision, aka Tony's protector until he left with Wanda. Did I leave anything out? 😅",1 year ago,@birdiebird5679,UCb06jqKPWYhlqeCSPzbgn_w,1,2,https://yt3.ggpht.com/twsERVPGwGFuvaiTdp27YC-SI_WrY_Vi4bYaXN32Q6UwrY_MFsXoIlPNLfITfpuK9toddmjx=s88-c-k-c0x00ffffff-no-rj,False,False,1702429773.384249
Ugy9ce8eJcLKmLb25Od4AaABAg,"This was the film that took Iron Man from being one of Marvel's perennial B-listers, whose only previous mainstream exposure had been an obscure TV cartoon series during the 90s boom that was overshadowed by the likes of X-Men, Spider-Man and the DC animated universe and who was just coming off one of the worst periods in his history in the Civil War event that effectively turned him into a fascist who ruined Spider-Man's life and got Captain America killed, into the hottest superhero in the world. What a reversal of fortune.",1 year ago,@ArcaneAzmadi,UCDb1krbGZ4WpGuTUDj_Ai_g,0,,https://yt3.ggpht.com/ytc/AIdro_nliH92ls2SnrKtLCAr3rmUd2H_Y7oL9RlOGWpGKN0=s88-c-k-c0x00ffffff-no-rj,False,False,1702429773.386238
UgwQiCyGBl1rQWjmkyt4AaABAg,I saw some pictures of this in a magazine at work & a friend and I laughed this off.  We were both comic book fans but we didn’t dream how good this would be.,1 year ago,@jmarcguy,UCllVehB8nW1Fa4mICdUBsIA,0,,https://yt3.ggpht.com/ytc/AIdro_m-2RP0luRbg3ZwlQo9TO3ESZkdQ0UCML3ISFfz1w=s88-c-k-c0x00ffffff-no-rj,False,False,1702429773.387249
